Store_ID,Name,State,City,County_Name,Zip,Address,Interstate_or_Highway,Latitude,Longitude,Parking_Spaces,Diesel_Lanes,Bulk_DEF_Lanes,Unleaded,Midgrade,Premium,Diesel,Biodiesel,Bulk_Propane,CNG,EV_Level2,EV_Level3,EV_Tesla_Level2,EV_Tesla_Level3,Showers,Laundry,Overnight_Parking,Private_Showers,Tire_Care,Dog_Park,RF_Service,Restaurant,ATM,Propane_Tank_Exchange,RV_Dump,Light_Mechanical,All_Major_Credit_Cards,Apple_Pay,Samsung_Pay,Cash_Accepted,EBT_SNAP,Comdata,Fleet_One,ComCheck,Love_Express,Voyager,T-Chek,Debit,Android_Pay,My_Love_Rewards,Loves_Gift Card,NRI_ID,NRI_Value_Composite,NRI_Score_Composite,NRI_Rating_Composite,NRI_State_Percentile_Composite,Population_2020,Building_Value,Agriculture_Value,Area_sq_mi,State_FIPS_Code,County_FIPS_Code,State_County_FIPS_Code,TARGET_FID,OBJECTID,JOIN_FID,Shape_Length,Shape_Area
281,Loves,TX,Fort Worth,Tarrant,76140,200 Garden Acres Dr.,I-35W / 40,32.598737,-97.317578,88,4,N,2.899,3.349,3.699,3.199,N,N,Y,N,N,N,N,,N,Y,Y,N,N,Y,"Subway,Chicken Drumsticks,Sandwiches",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C48439,325819213.6,98.822781,Relatively High,97.637795,2106939,3.17287E+11,33713588,912.935751,48,439,48439,447,447,0,230755.8724,3320261441
294,Loves,TX,Dallas,Dallas,75232,8800 S. Polk Street,I-20 / 466,32.640809,-96.839275,27,7,N,2.699,3.149,3.499,3.199,N,N,Y,N,N,N,N,,N,Y,Y,N,N,Y,Carl's Jr.,Y,Y,Y,N,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C48113,378068717.6,99.140948,Relatively High,98.818898,2607218,3.88459E+11,34164344,917.708826,48,113,48113,449,449,0,231042.0278,3337225074
331,Loves,TX,Hutchins,Dallas,75141,2500 S. I-45,I-45 / 272 @ Fulghum Rd,32.623952,-96.69378,110,8,N,2.799,3.249,3.599,3.099,N,Y,N,N,N,N,N,,N,Y,Y,N,N,Y,"Carl's Jr.,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C48113,378068717.6,99.140948,Relatively High,98.818898,2607218,3.88459E+11,34164344,917.708826,48,113,48113,451,451,0,231042.0278,3337225074
893,Loves,GA,Garden City,Chatham,31408,2 Sonny Perdue Drive,GA Hwy-307 / Sonny Perdue Dr,32.103201,-81.194401,97,8,N,2.739,3.189,3.549,3.449,N,Y,Y,N,N,N,N,,N,Y,Y,N,Y,Y,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,N,N,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C13051,308433246.7,98.663697,Relatively High,100,293520,56341879834,14020809,636.33398,13,51,13051,510,510,0,782117.5534,1654702511
468,Loves,TX,Willis,Montgomery,77318,9600 Longstreet Rd,I-45 / 95,30.437241,-95.497461,80,8,N,2.459,2.909,3.259,3.099,N,Y,Y,N,N,N,N,,N,Y,Y,N,Y,Y,"Subway,Wendy's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C48339,152092453.2,96.722876,Relatively High,94.488189,620016,95830790708,29547387,1087.755618,48,339,48339,514,514,0,323212.3771,3753946355
242,Loves,TX,San Antonio,Bexar,78073,11361 S. I-35,I-35 / 144 @ Fischer Rd,29.31101,-98.617826,91,6,N,2.759,3.209,3.559,3.149,N,Y,Y,N,N,N,N,,N,Y,Y,N,Y,Y,"Carl's Jr.,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C48029,250804252.4,98.281896,Relatively High,96.456693,2007298,2.74659E+11,77862185,1268.75401,48,29,48029,524,524,0,327942.0874,4305236303
362,Loves,LA,Vinton,Calcasieu,70668,2024A West St.,I-10 / 7,30.17292,-93.58812,126,7,N,2.699,3.029,3.379,3.389,N,N,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C22019,159546984.3,96.913777,Relatively High,92.1875,216652,42279240426,29560204,1105.210274,22,19,22019,531,531,0,364229.9919,3808727566
243,Loves,LA,Lake Charles,Calcasieu,70647,1118 Lowe Grout,I-10 / 43 @ Hwy 383,30.253127,-93.013108,70,8,N,2.699,3.199,3.549,3.489,N,Y,N,N,N,N,N,,N,Y,Y,N,N,Y,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C22019,159546984.3,96.913777,Relatively High,92.1875,216652,42279240426,29560204,1105.210274,22,19,22019,532,532,0,364229.9919,3808727566
696,Loves,TX,Beaumont,Jefferson,77713,7495 Smith Rd,I-10 / 843/Smith Rd,29.989271,-94.211571,115,10,N,2.379,2.829,3.179,3.389,N,Y,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Arby's,Chester's,Godfather's Pizza,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C48245,214980067.8,97.741012,Relatively High,95.669291,256386,38549011535,37069602,1123.884021,48,245,48245,535,535,0,330599.8636,3413461370
401,Loves,TX,Baytown,Harris,77521,1703 I-10,I-10 / 789/Thompson Rd,29.797963,-95.032623,160,11,N,2.359,2.809,3.159,3.389,N,N,N,N,N,N,N,,N,Y,Y,N,N,Y,"McDonald's,Chicken Drumsticks,Sandwiches,Tacos",Y,Y,N,N,<Null>,<Null>,<Null>,Y,<Null>,<Null>,<Null>,<Null>,Y,<Null>,Y,Y,<Null>,<Null>,<Null>,C48201,2940135130,99.968183,Very High,100,4726200,7.47257E+11,58019785,1795.344568,48,201,48201,536,536,0,595661.1938,6111954069
624,Loves,AL,Prichard,Mobile,36612,2600 W I-65 Service Rd N,I-65 / 8,30.742,-88.1108,73,7,N,2.729,3.179,3.529,3.389,N,Y,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Chester's,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C01097,319033182.2,98.790964,Relatively High,100,414514,76023019218,103890465,1660.649372,1,97,1097,537,537,0,667076.1319,4417924852
481,Loves,TX,Deer Park,Harris,77536,7005 Highway 225,Hwy 225 / Independence Pkwy,29.706999,-95.092708,70,7,N,2.499,2.949,3.299,3.329,N,Y,N,N,N,N,N,,N,Y,Y,N,N,Y,"Chester's,McDonald's,Salads/Parfaits,Sandwiches,Tacos",Y,Y,N,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C48201,2940135130,99.968183,Very High,100,4726200,7.47257E+11,58019785,1795.344568,48,201,48201,539,539,0,595661.1938,6111954069
206,Loves,AL,Loxley,Baldwin,36551,126 E Flying K Rd,I-10 / 44,30.654386,-87.759422,80,6,N,2.529,2.979,3.329,3.549,N,N,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C01003,210632685,97.709195,Relatively High,98.507463,231365,45968484827,138089013,2047.738775,1,3,1003,541,541,0,923868.3121,5730946668
846,Loves,AL,Irvington,Mobile,36544,8400 County Farm Rd,I-10 / 10/County Farm Rd-39S,30.531819,-88.23788,105,9,N,2.559,3.009,3.359,3.299,N,Y,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Bojangles,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C01097,319033182.2,98.790964,Relatively High,100,414514,76023019218,103890465,1660.649372,1,97,1097,545,545,0,667076.1319,4417924852
402,Loves,MS,Biloxi,Harrison,39532,11332 Cedar Lake Rd.,I-10 / 44,30.452073,-88.93331,103,9,N,2.479,2.929,3.279,3.389,N,Y,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,N,N,<Null>,<Null>,<Null>,Y,<Null>,<Null>,<Null>,<Null>,Y,<Null>,Y,Y,<Null>,<Null>,<Null>,C28047,168790837.4,97.200127,Relatively High,100,208275,37329343811,3886799,994.629498,28,47,28047,546,546,0,373899.1335,2048943842
595,Loves,MS,Gulfport,Harrison,39503,9240 County Farm Rd,I-10 / 28,30.419116,-89.190218,97,9,N,2.559,3.009,3.359,3.149,N,Y,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Chester's,McDonald's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C28047,168790837.4,97.200127,Relatively High,100,208275,37329343811,3886799,994.629498,28,47,28047,547,547,0,373899.1335,2048943842
802,Loves,FL,Milton,Santa Rosa,32583,3840 Garcon Point Rd,I-10 / 26/Hwy-191 N,30.574249,-87.030483,138,8,N,2.899,3.349,3.699,3.499,N,Y,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C12113,108946500.7,95.51384,Relatively High,59.701493,187714,25410059938,44196059,1234.506521,12,113,12113,549,549,0,644684.5035,3595667079
665,Loves,TX,Angleton,Brazoria,77515,19477 FM 523,Hwy 288 / FM 523,29.197231,-95.457044,80,6,N,2.409,2.859,3.209,3.149,N,Y,N,N,N,N,N,,N,Y,Y,N,Y,N,"Carl's Jr.,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,N,N,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C48039,375730913.5,99.109131,Relatively High,98.425197,371474,57514822174,91232428,1624.910006,48,39,48039,552,552,0,532333.9149,4903842646
603,Loves,FL,Jacksonville,Duval,32218,400 Pecan Park Road,I-95 / 366,30.516861,-81.632633,82,8,N,3.079,3.529,3.879,3.589,N,Y,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Chester's,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C12031,218096248.1,97.836462,Relatively High,77.61194,994675,1.58486E+11,10351057,927.735593,12,31,12031,553,553,0,539023.5193,2921771642
828,Loves,FL,Jacksonville,Duval,32218,12921 Duval Rd,I-295 / 33/Duval Rd,30.463245,-81.673875,77,8,N,3.159,3.559,3.949,3.349,N,Y,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Bojangles,Deli,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C12031,218096248.1,97.836462,Relatively High,77.61194,994675,1.58486E+11,10351057,927.735593,12,31,12031,555,555,0,539023.5193,2921771642
761,Loves,FL,Jacksonville,Duval,32234,17110 Brandy Branch Rd,I-10 / 343/US Hwy-301,30.291386,-81.985123,94,9,N,2.979,3.429,3.779,3.749,N,Y,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Bojangles,Godfather's Pizza,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C12031,218096248.1,97.836462,Relatively High,77.61194,994675,1.58486E+11,10351057,927.735593,12,31,12031,557,557,0,539023.5193,2921771642
316,Loves,FL,Ormond Beach,Volusia,32174,1657 N US Highway 1,I-95 / 273,29.339663,-81.13461,79,7,N,2.819,3.269,3.619,3.689,N,N,N,N,N,N,N,,N,Y,Y,N,N,Y,"Arby's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos",Y,Y,Y,N,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C12127,191388687,97.518295,Relatively High,76.119403,551829,82470215507,225255600,1446.898472,12,127,12127,565,565,0,1128101.063,4131121260
363,Loves,FL,Ocala,Marion,34482,7791 NW 47th Avenue,I-75 / 358,29.267562,-82.198425,70,8,N,3.099,3.549,3.899,3.399,N,Y,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,N,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C12083,133438067.6,96.245625,Relatively High,67.164179,375566,56232557503,166815176,1679.447554,12,83,12083,566,566,0,406979.7732,5672476110
868,Loves,FL,Mims,Brevard,32754,4440 Hwy 46,I-95 / 223/FL Hwy-46,28.666889,-80.873248,93,8,N,3.159,3.609,3.959,3.689,N,Y,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C12009,449368630.2,99.363665,Relatively High,92.537313,606067,1.05595E+11,67636257,1572.754393,12,9,12009,568,568,0,1417896.848,3507633391
284,Loves,TX,Edinburg,Hidalgo,78542,8420 N Expressway 281,Hwy 281 / FM 2812,26.385897,-98.141242,149,7,N,2.659,3.109,3.459,3.149,N,N,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,N,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C48215,315076807.3,98.759147,Relatively High,97.244094,869532,1.01542E+11,356736215,1598.804394,48,215,48215,569,569,0,388545.2701,5128356030
627,Loves,FL,Davenport,Polk,33897,45000 Highway 27,I-4 / 55 @ Hwy 27 NB,28.243773,-81.657694,67,7,N,3.139,3.589,3.939,3.599,N,Y,N,N,N,N,N,,N,Y,Y,N,N,Y,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C12105,230155586.8,98.027362,Relatively High,80.597015,721918,1.00745E+11,341471673,2030.70802,12,105,12105,570,570,0,446186.8487,6698031302
739,Loves,TX,Donna,Hidalgo,78537,545 W I-2,I-2 / 153/Hutto Road,26.182717,-98.06724,95,8,N,2.759,3.209,3.559,3.389,N,Y,N,N,N,N,N,,N,Y,Y,N,N,Y,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C48215,315076807.3,98.759147,Relatively High,97.244094,869532,1.01542E+11,356736215,1598.804394,48,215,48215,571,571,0,388545.2701,5128356030
228,Loves,FL,Auburndale,Polk,33868,1800 Highway 559,I-4 / 44,28.155314,-81.800734,160,7,N,3.049,3.499,3.849,3.559,N,Y,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Arby's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C12105,230155586.8,98.027362,Relatively High,80.597015,721918,1.00745E+11,341471673,2030.70802,12,105,12105,572,572,0,446186.8487,6698031302
885,Loves,TX,Harlingen,Cameron,78550,21379 US 77 Expressway,I-69 / 30/Templeton St,26.249206,-97.726688,63,6,N,2.759,3.209,3.559,3.389,N,Y,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Godfather's Pizza,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos",Y,Y,Y,N,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C48061,271688662.1,98.472797,Relatively High,96.850394,420083,54597236036,140604731,1289.315689,48,61,48061,573,573,0,983974.5619,3053086523
674,Loves,FL,Lake Wales,Polk,33853,17309 Hwy 27,Highway 27 / CR-17B/Hunt Brothers Rd,27.872889,-81.593219,83,7,N,3.199,3.649,3.999,3.649,N,Y,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Chester's,Godfather's Pizza,Subway,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,N,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C12105,230155586.8,98.027362,Relatively High,80.597015,721918,1.00745E+11,341471673,2030.70802,12,105,12105,574,574,0,446186.8487,6698031302
767,Loves,TX,Brownsville,Cameron,78526,3400 Nafta Parkway,Hwy 48 / FM 511,25.954858,-97.418534,44,5,N,2.679,3.129,3.479,3.249,N,N,N,N,N,N,N,,N,Y,Y,N,N,Y,"Chester's,Godfather's Pizza,Chicken Drumsticks,Sandwiches,Tacos",Y,Y,Y,N,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C48061,271688662.1,98.472797,Relatively High,96.850394,420083,54597236036,140604731,1289.315689,48,61,48061,575,575,0,983974.5619,3053086523
467,Loves,FL,Fort Pierce,St. Lucie,34945,200 S Kings Hwy,I-95 / 131,27.445606,-80.398175,130,8,N,3.089,<Null>,<Null>,3.589,N,Y,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Hardee's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,N,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C12111,251282118.8,98.313713,Relatively High,82.089552,328876,44310512534,160158188,694.785101,12,111,12111,576,576,0,340345.194,1902526032
415,Loves,FL,Fort Pierce,St. Lucie,34945,7150 Okeechobee Rd.,I-95 / 129,27.413167,-80.397701,87,7,N,3.099,3.549,3.899,3.589,N,N,N,N,N,N,N,,N,Y,Y,N,Y,Y,"Arby's,Chicken Drumsticks,Salads/Parfaits,Sandwiches,Tacos",Y,Y,N,N,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C12111,251282118.8,98.313713,Relatively High,82.089552,328876,44310512534,160158188,694.785101,12,111,12111,577,577,0,340345.194,1902526032
495,Loves,FL,North Fort Myers,Lee,33917,17308 Park 78 Drive,I-75 / 143,26.71396,-81.81507,96,8,N,3.099,3.549,3.899,3.689,N,Y,N,N,N,N,N,,N,Y,Y,N,N,Y,"Subway,Wendy's,Chicken Drumsticks,Salads/Wraps/Sub-Sandwiches/Parfaits,Sandwiches,Tacos",Y,Y,Y,Y,<Null>,<Null>,<Null>,Y,<Null>,Y,<Null>,Y,Y,Y,Y,Y,<Null>,<Null>,<Null>,C12071,494565830.2,99.490932,Relatively High,94.029851,759922,1.23308E+11,119695755,1530.120784,12,71,12071,579,579,0,1704068.466,2649882616
9762,Pilot Dealer,CA,Bakersfield,Kern,93308,1134 Manor St,<Null>,35.417016,-119.011383,<Null>,<Null>,<Null>,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C06029,348935217.6,99.013681,Relatively High,79.310345,908530,1.46739E+11,4676111605,8247.345138,6,29,6029,858,,,,
4576,Pilot Travel Center,SC,St. George,Dorchester,29477,9587 Charleston Hwy,I-95 Exit 82,33.269245,-80.567296,114,9,9,,,,,,,,,,,,6,,,,,,Yes,Wendy's,,,,,,,,,,,,,,,,,,,,C45035,175448827.6,97.295577,Relatively High,91.304348,161445,26710859522,45814409,576.949932,45,35,45035,833,,,,
1467,Pilot Dealer,IL,Sauk Village,Cook,60487,1445 E Sauk Trail,Hwy 394 & Sauk Trail,41.48822,-87.57813,73,6,6,,,,,,,,,,,,<Null>,,,,,,Yes,<Null>,,,,,,,,,,,,,,,,,,,,C17031,715494813.7,99.618199,Very High,100,5272775,8.93117E+11,22584899,1651.135984,17,31,17031,814,,,,
1441,Pilot Dealer,CA,North Edwards,Kern,93523,12971 Northgate Blvd,Hwy 58  Exit 186,35.01242,-117.88344,137,12,12,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C06029,348935217.6,99.013681,Relatively High,79.310345,908530,1.46739E+11,4676111605,8247.345138,6,29,6029,813,,,,
1433,Pilot Dealer,AZ,Chandler,Maricopa,85048,17405 S 40th Street,Hwy 202 & 40th,33.28909,-111.99613,10,4,4,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C04013,181115759.3,97.327394,Relatively High,100,4418836,7.61413E+11,1386839832,9319.141753,4,13,4013,809,,,,
1424,Pilot Travel Center,CA,Westley,Stanislaus,95387,7051 McCracken Rd,I-5  Exit 441,37.54335,-121.26947,80,6,6,,,,,,,,,,,,<Null>,,,,,,Yes,<Null>,,,,,,,,,,,,,,,,,,,,C06099,118405366.7,95.800191,Relatively High,53.448276,552683,1.00451E+11,2897698594,1529.197436,6,99,6099,803,,,,
1416,Pilot Dealer,TX,Dallas,Dallas,75236,4880 Mountain Creek Pkwy,I-20  Exit 458,32.67275,-96.968,12,3,3,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C48113,378068717.6,99.140948,Relatively High,98.818898,2607218,3.88459E+11,34164344,917.708826,48,113,48113,799,,,,
1399,Pilot Dealer,AZ,Glendale,Maricopa,85340,15112 West Camelback Road,Hwy 303 & Camelback Road,33.50953,-112.3849,18,5,4,,,,,,,,,,,,<Null>,,,,,,Yes,<Null>,,,,,,,,,,,,,,,,,,,,C04013,181115759.3,97.327394,Relatively High,100,4418836,7.61413E+11,1386839832,9319.141753,4,13,4013,789,,,,
1395,Pilot Dealer,NV,Jean,Clark,89019,22535 S Las Vegas Blvd,I-15  Exit 12,35.780011,-115.324952,<Null>,7,7,,,,,,,,,,,,<Null>,,,,,,Yes,<Null>,,,,,,,,,,,,,,,,,,,,C32003,439629071.2,99.300032,Relatively High,100,2260510,3.9536E+11,14510536,8142.300135,32,3,32003,788,,,,
1393,Pilot Dealer,TX,La Porte,Harris,77571,904 W. Barbours Cut Blvd,<Null>,29.674148,-95.028467,55,7,7,,,,,,,,,,,,<Null>,,,,,,Yes,<Null>,,,,,,,,,,,,,,,,,,,,C48201,2940135130,99.968183,Very High,100,4726200,7.47257E+11,58019785,1795.344568,48,201,48201,787,,,,
1385,Pilot Dealer,CA,Bloomington,San Bernardino,92316,10951 Cedar Ave,I-10  Exit 66,34.0553,-117.3951,20,8,7,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C06071,1523897374,99.90455,Very High,96.551724,2179979,3.77607E+11,428886621,20308.2954,6,71,6071,785,,,,
1384,Pilot Dealer,CA,Mecca,Riverside,92254,90480 66th Ave,Hwy 86 and 66th Ave,33.570818,-116.090364,20,8,8,,,,,,,,,,,,<Null>,,,,,,Yes,<Null>,,,,,,,,,,,,,,,,,,,,C06065,1590497610,99.936367,Very High,98.275862,2416838,4.18736E+11,1068987536,7376.8054,6,65,6065,784,,,,
1380,Pilot Dealer,TX,Mercedes,Hidalgo,78570,8001 E Expressway 83,<Null>,26.160425,-97.87694,60,5,5,,,,,,,,,,,,<Null>,,,,,,Yes,<Null>,,,,,,,,,,,,,,,,,,,,C48215,315076807.3,98.759147,Relatively High,97.244094,869532,1.01542E+11,356736215,1598.804394,48,215,48215,781,,,,
1361,Pilot Dealer,CA,Lodi,San Joaquin,95242,14749 Thornton Road,I-5  Exit 485,38.113741,-121.394989,30,6,6,,,,,,,,,,,,<Null>,,,,,,Yes,<Null>,,,,,,,,,,,,,,,,,,,,C06077,216316017.7,97.772829,Relatively High,68.965517,778512,1.39591E+11,2495791679,1441.147561,6,77,6077,774,,,,
1347,Pilot Dealer,LA,Pearl River,St. Tammany,70452,65583 Pump Slough Rd,I-59 Exit 5A,30.37538,-89.73978,103,7,7,,,,,,,,,,,,<Null>,,,,,,Yes,<Null>,,,,,,,,,,,,,,,,,,,,C22103,217806369.6,97.804645,Relatively High,95.3125,263870,43684772713,11474454,1106.683856,22,103,22103,768,,,,
1344,Shell/Flying J,TX,Fort Worth,Tarrant,76126,1301 Markum Ranch Rd.,I-20  Exit 425,32.69187,-97.518159,20,6,6,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C48439,325819213.6,98.822781,Relatively High,97.637795,2106939,3.17287E+11,33713588,912.935751,48,439,48439,766,,,,
1341,Pilot Dealer,WA,Arlington,Snohomish,98223,1801 Pioneer Hwy,I-5  Exit 208,48.18838,-122.20604,10,4,4,,,,,,,,,,,,<Null>,,,,,,No,<Null>,,,,,,,,,,,,,,,,,,,,C53061,220110752.8,97.900095,Relatively High,94.871795,827611,1.46472E+11,180734966,2217.918645,53,61,53061,764,,,,
